year,commodity_type_en,commodity_type_fr,solicitation_code,contracts_count,original_value,amendment_value,department_en,department_fr
2018,Construction,Construction,OB,9,2389396.46,321958.89,Natural Resources Canada,Ressources naturelles Canada
2019,Service,Services,TN,2170,86612295.21,7961785.68,National Research Council Canada,Conseil national de recherches Canada
2019,Good,Biens,TN,2039,65817746.36,914642.65,National Research Council Canada,Conseil national de recherches Canada
2019,Construction,Construction,TN,60,2317217.89,119221.99,National Research Council Canada,Conseil national de recherches Canada
2019,Service,Services,TC,741,39748530.55,24145927.59,National Research Council Canada,Conseil national de recherches Canada
2019,Good,Biens,TC,531,27452922.53,784657.19,National Research Council Canada,Conseil national de recherches Canada
2019,Construction,Construction,TC,130,5558584.62,4658023.25,National Research Council Canada,Conseil national de recherches Canada
2019,Service,Services,AC,118,22074222.99,2763405.55,National Research Council Canada,Conseil national de recherches Canada
2019,Good,Biens,AC,41,6466062.49,-11165.47,National Research Council Canada,Conseil national de recherches Canada
2019,Construction,Construction,AC,11,507489.70,255194.92,National Research Council Canada,Conseil national de recherches Canada
2019,Service,Services,OB,143,59326044.86,15247914.66,National Research Council Canada,Conseil national de recherches Canada
2019,Good,Biens,OB,72,5562788.71,262762.00,National Research Council Canada,Conseil national de recherches Canada
2019,Construction,Construction,OB,164,69191276.13,7008863.26,National Research Council Canada,Conseil national de recherches Canada
2017,Service,Services,TN,112,2672954.53,273132.59,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
2017,Good,Biens,TN,51,1917767.18,69679.46,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
2017,Construction,Construction,TN,0,0,0,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
2017,Service,Services,TC,90,11009922.32,14986503.63,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
2017,Good,Biens,TC,59,3971162.91,68585.08,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
2017,Construction,Construction,TC,0,0,0,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
2017,Service,Services,AC,3,515593.12,39572.60,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
2017,Good,Biens,AC,0,0,0,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
2017,Construction,Construction,AC,0,0,0,Natural Sciences and Engineering Research Council of Canada,Conseil de recherches en sciences naturelles et en génie du Canada
2019,Service,Services,TN,2,56700,0,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement
2019,Good,Biens,TN,0,0,0,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement
2019,Construction,Construction,TN,0,0,0,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement
2019,Service,Services,AC,1,45494,0,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement
2019,Good,Biens,AC,0,0,0,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement
2019,Construction,Construction,AC,0,0,0,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement
2019,Service,Services,TC,1,10934,0,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement
2019,Good,Biens,TC,0,0,0,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement
2019,Construction,Construction,TC,0,0,0,National Security and Intelligence Review Agency,Office de surveillance des activités en matière de sécurité nationale et de renseignement
2017,Service,Services,TN,189,4219979.96,841400.60,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2017,Good,Biens,TN,64,2404348.10,113616.61,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2017,Construction,Construction,TN,0,0,0,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2017,Service,Services,TC,222,8367891.04,1444346.98,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2017,Good,Biens,TC,47,3120877.11,0,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2017,Construction,Construction,TC,0,0,0,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2018,Service,Services,OB,80,348037.88,111124.20,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2018,Good,Biens,OB,0,0,0,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2018,Construction,Construction,OB,0,0,0,Office of the Auditor General of Canada,Bureau du vérificateur général du Canada
2017,Service,Services,OB,0,0,138181.26,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada
2017,Good,Biens,OB,0,0,0,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada
2017,Construction,Construction,OB,0,0,0,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada
2017,Service,Services,TC,6,183353.39,44239.50,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada
2017,Good,Biens,TC,0,0,0,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada
2017,Construction,Construction,TC,0,0,0,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada
2017,Service,Services,TN,4,60757.24,0,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada
2017,Good,Biens,TN,0,0,0,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada
2017,Construction,Construction,TN,0,0,0,The Correctional Investigator Canada,L'Enquêteur correctionnel Canada
2018,Service,Services,TC,12,371776.01,185372.54,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2018,Good,Biens,TC,8,471622.02,16902.07,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2018,Construction,Construction,TC,0,0,0,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2018,Service,Services,TN,15,398853.28,113000.00,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2018,Good,Biens,TN,7,156843.99,0,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2018,Construction,Construction,TN,0,0,0,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2018,Service,Services,OB,1,314592.00,0,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2018,Good,Biens,OB,0,0,0,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2018,Construction,Construction,OB,0,0,0,Office of the Commissioner of Lobbying of Canada,Commissariat au lobbying du Canada
2017,Service,Services,TN,67,1711256.36,90120.50,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2017,Good,Biens,TN,16,1020146.50,0,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2017,Construction,Construction,TN,0,0,0,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2017,Service,Services,TC,51,2513421.01,1027484.72,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2017,Good,Biens,TC,27,1553739.21,0,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2017,Construction,Construction,TC,0,0,0,Office of the Commissioner of Official Languages,Commissariat aux langues officielles
2018,Service,Services,TN,18,481963.24,22499.37,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2018,Good,Biens,TN,18,850558.32,11743.04,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2018,Construction,Construction,TN,0,0,0,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2018,Service,Services,TC,28,4314826.38,1952534.26,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2018,Good,Biens,TC,11,453150.75,14671.89,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2018,Construction,Construction,TC,0,0,0,Office of the Information Commissioner of Canada,Commissariat à l'information du Canada
2018,Service,Services,TC,31,3460992.88,680204.30,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2018,Good,Biens,TC,7,416144.40,0,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2018,Construction,Construction,TC,0,0,0,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2018,Service,Services,TN,98,2110331.70,0,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2018,Good,Biens,TN,22,1818084.04,15622.90,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2018,Construction,Construction,TN,0,0,0,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2018,Service,Services,OB,0,0,91980.00,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2018,Good,Biens,OB,0,0,0,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2018,Construction,Construction,OB,0,0,0,Office of the Privacy Commissioner of Canada,Commissariats à l’information et à la protection de la vie privée au Canada
2018,Service,Services,OB,115,13357274.85,22703960.94,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2018,Good,Biens,OB,97,6974592.47,349900.09,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2018,Construction,Construction,OB,0,0,0,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2018,Service,Services,TN,235,7686095.65,2444100.92,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2018,Good,Biens,TN,154,4854432.25,661671.77,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2018,Construction,Construction,TN,0,0,0,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2018,Service,Services,TC,42,2108679.35,579677.94,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2018,Good,Biens,TC,21,1571059.99,284655.91,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2018,Construction,Construction,TC,0,0,0,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2018,Service,Services,AC,10,1333809.33,2015848.49,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2018,Good,Biens,AC,0,0,0,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2018,Construction,Construction,AC,0,0,0,Office of the Superintendent of Financial Institutions Canada,Bureau du surintendant des institutions financières Canada
2017,Service,Services,TC,39,1460459.22,510450.11,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2017,Good,Biens,TC,25,1401022.85,182082.37,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2017,Construction,Construction,TC,0,0,0,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2017,Service,Services,TN,27,674184.14,63722.80,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2017,Good,Biens,TN,25,745521.18,89861.79,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2017,Construction,Construction,TN,0,0,0,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2017,Service,Services,OB,17,2278604.68,9977170.55,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2017,Good,Biens,OB,4,598856.84,76190.25,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2017,Construction,Construction,OB,0,0,0,Office of the Secretary to the Governor General,Bureau du secrétaire du gouverneur général
2017,Service,Services,TN,69,1503258.75,163938.69,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2017,Good,Biens,TN,15,844194.19,-108697.81,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2017,Construction,Construction,TN,0,0,0,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2017,Service,Services,TC,21,661163.48,58012.76,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2017,Good,Biens,TC,14,423612.61,10097.86,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2017,Construction,Construction,TC,0,0,0,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2019,Service,Services,OB,0,0,0,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2019,Good,Biens,OB,1,50262.40,0,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2019,Construction,Construction,OB,0,0,0,Parole Board of Canada,Commission des libérations conditionnelles du Canada
2018,Service,Services,TC,828,29937921.99,5692186.05,Parks Canada,Parcs Canada
2018,Good,Biens,TC,807,17267653.86,324423.95,Parks Canada,Parcs Canada
2018,Construction,Construction,TC,479,50064214.28,2486680.66,Parks Canada,Parcs Canada
2018,Service,Services,OB,2245,287810519.08,98292581.31,Parks Canada,Parcs Canada
2018,Good,Biens,OB,1812,84958952.05,4964914.41,Parks Canada,Parcs Canada
2018,Construction,Construction,OB,541,933067877.03,92211487.86,Parks Canada,Parcs Canada
2017,Service,Services,TN,759,28086821.32,4489277.46,Parks Canada,Parcs Canada
2017,Good,Biens,TN,284,7501355.12,1255992.87,Parks Canada,Parcs Canada
2017,Construction,Construction,TN,109,2692430.37,113547.30,Parks Canada,Parcs Canada
2017,Service,Services,AC,5,656247.83,383879.00,Parks Canada,Parcs Canada
2017,Good,Biens,AC,3,225966.40,0,Parks Canada,Parcs Canada
2017,Construction,Construction,AC,0,0,0,Parks Canada,Parcs Canada
2018,Service,Services,TN,280,7301969.48,722541.23,Canadian Heritage,Patrimoine canadien
2018,Good,Biens,TN,71,1977648.81,937025.57,Canadian Heritage,Patrimoine canadien
2018,Construction,Construction,TN,4,163891.68,0,Canadian Heritage,Patrimoine canadien
2017,Service,Services,TC,457,26368104.96,14852042.06,Canadian Heritage,Patrimoine canadien
2017,Good,Biens,TC,194,12199523.50,1287382.75,Canadian Heritage,Patrimoine canadien
2017,Construction,Construction,TC,7,223929.31,26368.55,Canadian Heritage,Patrimoine canadien
2017,Service,Services,OB,18,8239318.95,2046535.61,Canadian Heritage,Patrimoine canadien
2017,Good,Biens,OB,4,1309870.59,474639.12,Canadian Heritage,Patrimoine canadien
2017,Construction,Construction,OB,0,0,0,Canadian Heritage,Patrimoine canadien
2017,Service,Services,AC,5,1937673.30,346152.49,Canadian Heritage,Patrimoine canadien
2017,Good,Biens,AC,0,0,0,Canadian Heritage,Patrimoine canadien
2017,Construction,Construction,AC,0,0,0,Canadian Heritage,Patrimoine canadien
2017,Service,Services,TC,176,49897116.00,7988477.94,Privy Council Office,Bureau du Conseil privé
2017,Good,Biens,TC,183,11394570.60,665732.85,Privy Council Office,Bureau du Conseil privé
2017,Construction,Construction,TC,1,11992.67,0,Privy Council Office,Bureau du Conseil privé
2017,Service,Services,TN,359,15902413.73,3929190.80,Privy Council Office,Bureau du Conseil privé
2017,Good,Biens,TN,104,3213543.14,248956.81,Privy Council Office,Bureau du Conseil privé
2017,Construction,Construction,TN,0,0,0,Privy Council Office,Bureau du Conseil privé
2017,Service,Services,OB,4,872914.34,3434356.91,Privy Council Office,Bureau du Conseil privé
2017,Good,Biens,OB,13,3082107.43,-162386.54,Privy Council Office,Bureau du Conseil privé
2017,Construction,Construction,OB,0,0,0,Privy Council Office,Bureau du Conseil privé
2017,Service,Services,AC,3,984439.69,1113189.09,Privy Council Office,Bureau du Conseil privé
2017,Good,Biens,AC,0,0,0,Privy Council Office,Bureau du Conseil privé
2017,Construction,Construction,AC,0,0,0,Privy Council Office,Bureau du Conseil privé
2017,Service,Services,OB,120,4895911.25,4442627.71,Public Health Agency of Canada,Agence de la santé publique du Canada
2017,Good,Biens,OB,10,881863.97,125394.55,Public Health Agency of Canada,Agence de la santé publique du Canada
2017,Construction,Construction,OB,4,327738.97,654609.58,Public Health Agency of Canada,Agence de la santé publique du Canada
2017,Service,Services,TC,335,27107157.99,14182846.56,Public Health Agency of Canada,Agence de la santé publique du Canada
2017,Good,Biens,TC,557,44034770.98,2005668.49,Public Health Agency of Canada,Agence de la santé publique du Canada
2017,Construction,Construction,TC,104,2668318.80,30562.80,Public Health Agency of Canada,Agence de la santé publique du Canada
2018,Service,Services,TN,396,18791707.83,11484077.09,Public Health Agency of Canada,Agence de la santé publique du Canada
2018,Good,Biens,TN,471,17331930.35,3198172.22,Public Health Agency of Canada,Agence de la santé publique du Canada
2018,Construction,Construction,TN,14,410196.42,54866.21,Public Health Agency of Canada,Agence de la santé publique du Canada
2017,Service,Services,AC,8,523070.80,2225619.33,Public Health Agency of Canada,Agence de la santé publique du Canada
2017,Good,Biens,AC,1,2467920.00,3258708.60,Public Health Agency of Canada,Agence de la santé publique du Canada
2017,Construction,Construction,AC,0,0,0,Public Health Agency of Canada,Agence de la santé publique du Canada
2018,Service,Services,TN,21,465263.55,128221.41,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2018,Good,Biens,TN,4,49160.65,0,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2018,Construction,Construction,TN,0,0,0,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2018,Service,Services,AC,1,60900.00,1186173.48,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2018,Good,Biens,AC,0,0,0,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2018,Construction,Construction,AC,0,0,0,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2018,Service,Services,OB,2,619240.00,896340.00,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2018,Good,Biens,OB,0,0,0,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2018,Construction,Construction,OB,0,0,0,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2017,Service,Services,TC,20,515900.50,268435.33,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2017,Good,Biens,TC,3,125613.28,0,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2017,Construction,Construction,TC,0,0,0,Patented Medicine Prices Review Board Canada,Conseil d'examen du prix des médicaments brevetés Canada
2017,Service,Services,TC,145,16322534.57,53570373.00,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Good,Biens,TC,35,1597712.44,-57767.97,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Construction,Construction,TC,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Service,Services,TN,72,4233867.28,399218.62,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Good,Biens,TN,23,1003790.14,-480.00,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Construction,Construction,TN,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Service,Services,OB,2,617601.50,433385.55,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Good,Biens,OB,1,26661.65,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2017,Construction,Construction,OB,0,0,0,Public Prosecution Service of Canada,Service des poursuites pénales du Canada
2018,Service,Services,TN,49,1108357.32,3909.15,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Good,Biens,TN,37,1058714.19,34460.29,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Construction,Construction,TN,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2017,Service,Services,TC,38,5113764.46,4246196.81,Public Service Commission of Canada,Commission de la fonction publique du Canada
2017,Good,Biens,TC,8,656434.20,223050.84,Public Service Commission of Canada,Commission de la fonction publique du Canada
2017,Construction,Construction,TC,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Service,Services,OB,52,721202.56,83935.58,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Good,Biens,OB,2,237361.36,34882.31,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Construction,Construction,OB,0,0,0,Public Service Commission of Canada,Commission de la fonction publique du Canada
2018,Service,Services,OB,0,0,16272.00,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l'intégrité du secteur public du Canada
2018,Good,Biens,OB,1,84762.67,0,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l'intégrité du secteur public du Canada
2018,Construction,Construction,OB,0,0,0,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l'intégrité du secteur public du Canada
2018,Service,Services,TN,21,466419.46,144844.62,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l'intégrité du secteur public du Canada
2018,Good,Biens,TN,2,43124.50,0,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l'intégrité du secteur public du Canada
2018,Construction,Construction,TN,0,0,0,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l'intégrité du secteur public du Canada
2018,Service,Services,TC,2,58675.25,0,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l'intégrité du secteur public du Canada
2018,Good,Biens,TC,1,25525.04,0,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l'intégrité du secteur public du Canada
2018,Construction,Construction,TC,0,0,0,Office of the Public Sector Integrity Commissioner of Canada,Commissariat à l'intégrité du secteur public du Canada
2017,Service,Services,TC,294,22172075.29,4955637.76,Public Safety Canada,Sécurité publique Canada
2017,Good,Biens,TC,91,8717797.78,143073.04,Public Safety Canada,Sécurité publique Canada
2017,Construction,Construction,TC,0,0,0,Public Safety Canada,Sécurité publique Canada
2018,Service,Services,OB,23,6258785.27,3729996.62,Public Safety Canada,Sécurité publique Canada
2018,Good,Biens,OB,4,643526.74,0,Public Safety Canada,Sécurité publique Canada
2018,Construction,Construction,OB,0,0,0,Public Safety Canada,Sécurité publique Canada
2018,Service,Services,TN,155,6421019.25,747835.19,Public Safety Canada,Sécurité publique Canada
2018,Good,Biens,TN,45,2248326.79,185249.95,Public Safety Canada,Sécurité publique Canada
2018,Construction,Construction,TN,7,121336.58,-24577.50,Public Safety Canada,Sécurité publique Canada
2017,Service,Services,AC,1,67800.00,0,Public Safety Canada,Sécurité publique Canada
2017,Good,Biens,AC,1,96050.00,0,Public Safety Canada,Sécurité publique Canada
2017,Construction,Construction,AC,0,0,0,Public Safety Canada,Sécurité publique Canada
2017,Service,Services,TC,7499,1492490813.40,2191112632.40,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Good,Biens,TC,1708,154945537.05,47386085.96,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Construction,Construction,TC,2918,1582392903.02,1048850958.30,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Service,Services,TN,1058,54424837.08,3045590.54,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Good,Biens,TN,285,64300513.21,52798441.02,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Construction,Construction,TN,426,8371297.63,1310058.23,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Service,Services,OB,15,4919755.23,8295737.18,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Good,Biens,OB,10,746260.40,353527.85,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Construction,Construction,OB,40,650162386.24,54941036.66,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Service,Services,AC,3,597231.58,102137.31,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Good,Biens,AC,0,0,1157568.22,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2017,Construction,Construction,AC,0,0,0,Public Services and Procurement Canada,Services publics et Approvisionnement Canada
2018,Service,Services,OB,659,179621057.74,79504076.53,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Good,Biens,OB,747,213953635.71,31688104.42,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Construction,Construction,OB,296,190196010.98,16610924.68,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Service,Services,TC,1725,248684901.97,75171503.38,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Good,Biens,TC,2740,361559979.55,18986000.82,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Construction,Construction,TC,425,36559949.42,4359061.62,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Service,Services,TN,717,68453244.39,6722665.06,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Good,Biens,TN,1342,114108841.06,29475201.43,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Construction,Construction,TN,72,1566002.85,66719.61,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Service,Services,AC,5,3143960.86,1751430.52,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Good,Biens,AC,4,739526.12,725621.60,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2018,Construction,Construction,AC,0,0,0,Royal Canadian Mounted Police,Gendarmerie royale du Canada
2017,Service,Services,TN,12,454303.00,24836.00,Security Intelligence Review Committee,Comité de surveillance des activités de renseignement de sécurité
2017,Good,Biens,TN,3,285036.59,0,Security Intelligence Review Committee,Comité de surveillance des activités de renseignement de sécurité
2017,Construction,Construction,TN,2,77373.00,0,Security Intelligence Review Committee,Comité de surveillance des activités de renseignement de sécurité
2017,Service,Services,TC,3,294000.00,282012.00,Security Intelligence Review Committee,Comité de surveillance des activités de renseignement de sécurité
2017,Good,Biens,TC,10,290968.65,0,Security Intelligence Review Committee,Comité de surveillance des activités de renseignement de sécurité
2017,Construction,Construction,TC,0,0,0,Security Intelligence Review Committee,Comité de surveillance des activités de renseignement de sécurité
2018,Service,Services,TN,547,123434009.69,-11341483.23,Shared Services Canada,Services partagés Canada
2018,Good,Biens,TN,659,1019751592.87,289695626.10,Shared Services Canada,Services partagés Canada
2018,Construction,Construction,TN,113,516056180.81,-29333377.51,Shared Services Canada,Services partagés Canada
2018,Service,Services,TC,1139,540562634.58,447086680.72,Shared Services Canada,Services partagés Canada
2018,Good,Biens,TC,1068,527844398.92,101928515.93,Shared Services Canada,Services partagés Canada
2018,Construction,Construction,TC,226,50939361.00,10369749.22,Shared Services Canada,Services partagés Canada
2018,Service,Services,OB,283,599016166.01,263119003.54,Shared Services Canada,Services partagés Canada
2018,Good,Biens,OB,1553,682626423.53,49310624.97,Shared Services Canada,Services partagés Canada
2018,Construction,Construction,OB,33,7718200.73,-181605.28,Shared Services Canada,Services partagés Canada
2017,Service,Services,AC,4,12768509.65,268785228.17,Shared Services Canada,Services partagés Canada
2017,Good,Biens,AC,1,226000.00,0,Shared Services Canada,Services partagés Canada
2017,Construction,Construction,AC,0,0,0,Shared Services Canada,Services partagés Canada
2017,Service,Services,AC,2,90750.00,101905.36,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
2017,Good,Biens,AC,0,0,0,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
2017,Construction,Construction,AC,0,0,0,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
2017,Service,Services,TC,31,1936221.40,1239247.38,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
2017,Good,Biens,TC,4,90968.59,0,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
2017,Construction,Construction,TC,0,0,0,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
2017,Service,Services,TN,33,748686.27,52449.97,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
2017,Good,Biens,TN,3,89051.37,0,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
2017,Construction,Construction,TN,0,0,0,Social Sciences and Humanities Research Council of Canada,Conseil de recherches en sciences humaines du Canada
2019,Service,Services,TN,102,6162393.49,-2911479.13,Statistics Canada,Statistique Canada
